80,2014/09/01,16,336.36,1514.76
62,2014/11/22,9,621.11,1275.18
76,2014/01/30,15,614.22,1339.59
18,2014/04/06,24,883.83,3465.25
61,2014/04/05,12,251.04,1647.46
76,2014/12/15,8,691.9,7551.89
71,2014/04/27,12,476.73,2336.78
29,2014/10/30,17,191.81,7313.89
95,2014/08/08,6,947.34,4255.34
47,2014/10/31,18,995.13,3795.53
91,2014/03/13,18,353.56,7375.29
93,2014/10/21,10,240.08,2854.62
74,2014/12/13,20,531.84,1523.98
13,2014/02/03,23,116.2,5634.61
98,2014/02/25,5,131.68,2227.71
46,2014/02/14,16,236.31,423.54
67,2014/01/04,25,430.81,4372.69
48,2014/04/22,7,676.2,7177.1
68,2014/07/13,11,754.61,3913.62
34,2014/06/11,22,665.18,3349.12
25,2014/03/11,0,594.81,2103.98
81,2014/08/19,15,26.19,2804.22
42,2014/10/23,7,76.82,6548.88
72,2014/12/12,20,954.84,6553.3
57,2014/01/11,12,623.99,1076.92
85,2014/06/19,29,334.77,9026.3
43,2014/08/29,23,688.69,9746.84
94,2014/05/01,4,641.69,5810.12
55,2014/12/31,28,977.71,9269.46
71,2014/01/10,12,430.46,6977.76
43,2014/01/05,1,154.29,8234.44
29,2014/03/08,11,379.43,6190.26
53,2014/07/02,21,922.55,4616.97
61,2014/06/17,0,47.74,1354.21
41,2014/04/29,21,60.04,7051.76
55,2014/12/05,8,696.96,5824.28
29,2014/04/07,14,103.36,933.9
9,2014/03/06,10,908.64,2839.89
43,2014/11/15,12,846.87,1121.11
97,2014/08/16,18,246.56,8066.08
34,2014/03/21,20,509.4,1834.35
21,2014/10/19,28,996.51,1120.56
44,2014/08/24,17,733.89,4782.56
28,2014/06/26,6,988.87,6791.47
75,2014/09/07,0,581.88,7562.84
71,2014/10/15,5,793.16,5489.93
94,2014/04/24,9,418.47,7434.29
32,2014/05/09,20,753.83,818.24
21,2014/08/08,18,466.92,3131.38
3,2014/05/26,21,456.87,1683.37
83,2014/01/18,22,331.07,7183.26
38,2014/05/04,25,393.45,1207.19
94,2014/10/11,1,170.37,6144.07
86,2014/04/20,24,422.25,2036.37
91,2014/10/09,24,344.59,9554.2
39,2014/10/25,2,129.42,953.27
99,2014/11/06,8,96.55,5590.6
48,2014/05/12,12,660.21,2277.25
80,2014/11/10,17,192.95,2129.71
52,2014/02/03,19,97.94,8788.47
67,2014/08/09,11,144.42,6528.56
82,2014/06/25,13,510.69,1411.12
46,2014/11/21,13,785.93,5464.19
54,2014/11/03,12,738.51,5511.92
23,2014/03/23,2,950.3,1679.16
30,2014/11/22,6,203.76,1207.93
30,2014/08/09,12,852.76,2848.71
60,2014/03/05,6,871.38,2484.73
32,2014/09/22,19,781.75,7666.88
72,2014/09/14,6,736.61,2021.98
86,2014/10/20,26,281.71,6277.52
39,2014/03/01,27,698.56,2259.91
67,2014/02/23,29,41.04,7981.94
53,2014/10/17,26,942.75,1077.55
2,2014/08/07,12,412.63,8212.42
36,2014/04/05,2,760.28,2370.37
56,2014/08/25,11,886.05,5181.86
84,2014/01/19,23,350.65,5269.56
82,2014/02/10,29,792.92,1045.58
68,2014/05/23,9,128.14,6214.57
72,2014/10/27,19,440.99,3729.31
61,2014/07/28,27,708.37,1044.76
36,2014/03/31,4,320.58,1268.84
17,2014/10/06,10,938.24,2933.23
92,2014/05/10,29,787.86,946.69
23,2014/09/25,10,978.04,425.94
58,2014/08/04,24,711.33,8669.65
21,2014/06/01,27,213.93,8866.17
1,2014/11/05,14,2.84,4520.13
74,2014/02/05,1,762.74,1875.33
1,2014/07/25,12,167.58,2944.9
62,2014/09/18,26,826.2,1353.26
10,2014/04/03,22,49.22,9878.79
42,2014/05/28,15,804.67,2905.31
48,2014/04/25,26,466.56,9169.86
30,2014/05/16,2,246.09,5564.31
62,2014/01/23,23,243.17,2588.16
99,2014/11/19,21,625.88,4353.96
7,2014/01/02,9,282.07,7946.22
86,2014/07/22,18,393.8,3008.22
78,2014/02/18,15,170.36,9013.19
73,2014/06/22,20,15,3552.55
84,2014/08/10,24,911.55,6809.23
78,2014/06/04,7,644.41,7213.44
74,2014/12/14,27,514.97,1219.37
24,2014/09/29,23,789.5,504.27
86,2014/05/03,16,87.79,2778.24
37,2014/09/24,11,752.57,5648.41
33,2014/05/08,23,948.93,9085.21
8,2014/05/07,11,682.61,1234.27
66,2014/09/23,3,745.55,5627.35
14,2014/11/07,28,775.99,4657.92
34,2014/10/19,0,464.13,7500.31
63,2014/10/14,18,868.5,4.02
35,2014/12/27,8,410.52,1526.31
22,2014/05/30,0,758.3,5450.03
15,2014/03/26,23,776.41,9330.79
68,2014/08/22,11,303.5,4736.92
5,2014/03/22,16,844.43,3807.32
14,2014/01/25,25,49.56,7935.94
42,2014/01/18,2,414.28,4462.22
17,2014/09/11,27,933.42,1184.22
97,2014/07/12,17,170.2,3557.4
88,2014/10/18,16,352.3,6486.56
6,2014/12/24,22,71,2003.79
87,2014/10/23,17,807.73,2760.33
4,2014/02/06,25,509.51,6981.11
39,2014/03/27,12,362.69,7942.76
65,2014/10/03,6,754.86,882.95
86,2014/10/16,24,116.03,7065.16
2,2014/03/24,6,177.28,8644.54
36,2014/02/17,1,790.45,50.68
47,2014/05/17,27,242.93,4213.06
27,2014/06/05,1,186.8,2640.46
30,2014/05/18,9,319.06,2073.07
87,2014/09/30,11,474.91,4967.93
54,2014/06/13,21,619.44,4518.41
28,2014/12/06,5,84.57,2009.8
16,2014/12/14,13,65.65,9164.93
44,2014/04/07,3,734.16,1713.68
85,2014/01/01,15,65.42,1098.18
55,2014/12/21,3,832.12,9343.44
63,2014/09/09,14,470.59,2587.26
78,2014/02/23,9,283.29,7056.93
55,2014/06/20,16,134.22,2357.73
44,2014/02/20,6,646.92,3763.79
66,2014/12/08,22,738.82,5985.86
46,2014/01/15,7,408.53,2027.39
11,2014/04/08,13,83.43,6091.29
77,2014/11/04,19,294.12,6243.63
17,2014/08/20,20,237.69,3364.17
78,2014/06/26,11,286.5,1197.03
90,2014/12/03,7,291.3,9630.74
89,2014/05/23,12,556.78,8903.91
13,2014/02/08,22,82.78,4428.03
41,2014/11/11,13,671.08,1353.52
41,2014/04/03,24,732.38,1053.24
36,2014/05/05,16,442.26,8231.62
66,2014/03/05,16,431.35,7763.43
7,2014/12/10,20,739.16,1938.2
12,2014/02/01,26,56.81,7744.15
50,2014/03/11,16,572.05,7030.82
61,2014/05/26,27,105.2,9283.39
30,2014/01/03,19,877.98,447.87
55,2014/06/17,28,160.22,1426.23
83,2014/05/10,2,932.77,5793.98
66,2014/06/18,20,553.93,2973.63
52,2014/12/07,28,120.51,5233.76
23,2014/04/09,19,660.86,81.96
27,2014/11/06,28,944.12,419.02
72,2014/05/27,5,100.14,3265.46
13,2014/04/15,5,885.28,6132.05
26,2014/10/02,24,348.82,9210.55
92,2014/08/19,4,473.96,5864.42
3,2014/01/01,14,662.88,9706.81
19,2014/02/10,16,569.56,21.9
82,2014/03/11,17,134.75,3678.53
0,2014/05/23,11,803.17,1276.63
83,2014/02/17,4,906.23,1482.69
97,2014/12/02,8,378.67,5652.84
20,2014/12/29,25,14.59,9552.13
74,2014/03/07,10,618.36,1467.13
7,2014/10/18,23,821.68,904.47
85,2014/01/23,26,873.63,6367.88
25,2014/05/15,1,59.83,4156.89
80,2014/10/03,10,346.78,8269.07
29,2014/05/13,15,828,5550.83
50,2014/07/12,0,988.48,4159.39
33,2014/04/19,28,932.89,5018.18
66,2014/06/08,6,706.31,7455.89
2,2014/11/10,11,406.97,263.4
39,2014/12/19,1,437.81,6848.15
95,2014/01/10,20,173.43,1022.71
47,2014/06/15,19,337.99,7525.63
65,2014/01/08,11,321.75,4798.32
6,2014/03/29,29,315.1,7121.15
66,2014/07/26,11,777.58,5242
29,2014/08/11,7,137.4,3998.62
90,2014/06/26,27,463.99,5383.96
54,2014/12/15,17,410.16,7281.53
94,2014/10/27,17,939.12,413.67
69,2014/04/19,24,173.48,974.76
9,2014/11/13,18,111.19,8668.98
51,2014/04/10,17,65.5,3464.33
47,2014/06/14,9,294.18,8533.84
24,2014/04/18,25,354.24,2864.79
4,2014/05/23,16,756.21,2150.01
39,2014/11/06,6,790.66,3898.6
35,2014/12/27,21,431.46,2726.44
51,2014/10/01,20,694.15,6542.99
34,2014/03/02,27,992.45,3889.13
18,2014/08/17,17,982.93,5722.53
46,2014/12/14,18,634.07,6283.37
90,2014/08/09,16,787.16,4044.39
18,2014/01/14,22,140.53,6568.78
95,2014/10/23,13,911.43,6589.76
24,2014/04/14,10,910.34,3178.32
84,2014/09/24,20,977.34,505.08
69,2014/01/24,3,214.48,2241.86
86,2014/05/05,12,139.45,576.82
39,2014/12/08,19,967.32,520.36
25,2014/05/30,4,529.15,1759.76
80,2014/05/12,6,416.13,7730.62
20,2014/12/29,6,141.75,1983.23
87,2014/10/13,24,265,4307.58
42,2014/12/24,7,573.81,2086.59
17,2014/01/19,14,977.59,9878.83
1,2014/10/10,29,455.02,6803.68
39,2014/01/30,13,62.75,9853.36
29,2014/09/15,0,686.92,9527.71
29,2014/06/20,1,842.68,792.88
49,2014/08/23,27,43.38,5778.58
94,2014/11/18,11,95.44,676.63
0,2014/06/06,2,32.36,4297.83
11,2014/04/07,0,281.83,7000.49
62,2014/01/08,9,6.97,7853.78
79,2014/12/09,29,376.6,9172.74
63,2014/11/14,14,187.06,3587.44
85,2014/01/16,17,102.98,1948.54
21,2014/10/24,24,479.83,997.28
99,2014/10/31,22,566.5,7614.18
90,2014/03/26,4,91.19,2916.89
0,2014/04/14,21,76.16,7448.55
57,2014/10/01,7,800.29,3052.6
61,2014/02/04,4,324.82,3982.36
42,2014/06/27,28,305.49,2730.35
26,2014/02/28,1,595.15,8209.49
56,2014/06/25,28,368.2,7610.92
23,2014/12/23,8,319.67,7717.41
64,2014/06/24,7,607.4,7542.02
48,2014/08/06,20,410.91,1279.7
86,2014/02/14,13,181.57,4743.48
63,2014/04/02,6,829.21,1015.67
97,2014/02/03,25,334.01,351.22
81,2014/05/11,25,581.37,3516.13
57,2014/02/09,15,852.61,9368.82
68,2014/10/26,21,658.19,1032.44
13,2014/01/16,7,144.79,4697.54
94,2014/10/10,6,77.63,9727.84
74,2014/12/23,6,998.71,8586.83
36,2014/05/08,13,923.74,2895.19
42,2014/09/11,14,599.32,1385.85
3,2014/01/20,17,892.95,9178.79
85,2014/04/13,23,675.58,5570.81
68,2014/11/03,15,933.03,7341.18
62,2014/11/09,1,144.76,3104.89
92,2014/03/15,6,34.37,1112.03
31,2014/11/12,28,933.5,683.83
52,2014/08/11,22,184.91,6010.61
44,2014/07/28,17,508.1,2708.44
70,2014/06/28,12,595.39,963.44
66,2014/06/25,25,426.98,9017.1
33,2014/05/04,18,550.31,1804.72
84,2014/04/11,3,766.62,5419.51
81,2014/07/27,16,759.02,8210.66
83,2014/01/11,19,165.64,8210.71
92,2014/08/22,8,9.1,7518.95
66,2014/10/26,9,405.83,532.7
75,2014/01/01,9,252.79,7252.98
84,2014/04/02,26,159.59,6416.05
9,2014/06/05,11,295.39,8348.5
77,2014/08/22,29,800.5,8986.41
2,2014/11/22,14,549.17,2397.45
62,2014/09/22,26,664.49,9829.96
77,2014/05/23,10,299.53,9411.64
81,2014/01/30,25,807.7,2393.95
31,2014/04/09,8,197.35,2647.45
53,2014/05/24,21,576.42,4142.13
21,2014/01/31,12,724.32,8621.53
31,2014/04/08,13,530.27,481.67
28,2014/04/21,3,694.42,7422.95
63,2014/02/08,13,948.88,8286.97
60,2014/02/20,1,946.9,4946.51
78,2014/04/24,26,986.44,4385.13
72,2014/03/04,27,507.57,9110.1
10,2014/01/18,4,616.75,409.77
15,2014/12/20,19,210.31,8121.7
26,2014/11/03,21,53.25,5684.06
66,2014/03/03,19,385.41,6125.48
54,2014/06/24,6,105.36,306.2
52,2014/06/03,17,590.33,5408.93
65,2014/03/21,13,985.41,6477.72
43,2014/04/11,4,227.91,2323.46
24,2014/11/25,28,796.28,4665.75
97,2014/12/28,7,851.2,5151.66
89,2014/10/01,17,349.88,6060.48
5,2014/05/02,29,193.51,6568.44
48,2014/07/29,27,211.66,8168.05
93,2014/01/29,15,529.12,3144.8
82,2014/10/25,1,863.84,9979.54
33,2014/12/19,19,723.09,4288.3
15,2014/08/19,6,91.33,6301.04
22,2014/10/26,8,842.92,2654.36
14,2014/12/07,4,338.9,8350.72
77,2014/06/03,14,956.21,126.24
60,2014/12/10,27,75.18,3178.07
61,2014/02/21,0,320.45,99.02
3,2014/11/12,8,377.34,1464.38
44,2014/09/15,1,951.55,4380.14
14,2014/06/14,26,497.89,7644.5
50,2014/06/05,9,105.14,7674.52
17,2014/10/13,5,252.12,1901.74
82,2014/12/25,28,935.48,2879.05
28,2014/04/01,0,364.81,3632.48
46,2014/04/19,14,545.16,9696.83
75,2014/07/29,24,348.06,6854.15
73,2014/09/04,24,865.81,72.14
72,2014/10/29,7,643.35,625.06
64,2014/04/07,20,906.8,8202.49
96,2014/11/27,24,917.87,1128.4
34,2014/10/07,3,179.71,3326.93
10,2014/01/22,2,789.89,8839.28
77,2014/03/20,15,450.43,3820.96
76,2014/02/28,27,687.09,7742.55
24,2014/10/12,21,101.27,5339.87
64,2014/06/15,29,982.04,2474.55
40,2014/08/15,29,982.49,2478.62
98,2014/01/06,15,953.16,7167.09
63,2014/02/03,18,114.69,3896.67
59,2014/06/29,15,961.52,6271.48
94,2014/09/09,5,687.8,5866.7
5,2014/07/11,18,395.88,9519.85
65,2014/09/20,27,600.47,9382.37
90,2014/10/31,11,165.34,3393.03
39,2014/03/02,15,155.2,1471.48
95,2014/05/18,8,432.23,3540.77
59,2014/01/04,28,515,990.43
43,2014/01/04,19,958.92,1009.36
54,2014/07/28,4,154.33,5397.35
37,2014/10/11,1,894.13,7391.61
43,2014/09/08,14,836.45,725.92
86,2014/03/25,14,142.88,8209.12
91,2014/02/01,11,786.44,1190.46
17,2014/06/05,12,322.6,5468.18
82,2014/08/10,15,164.52,8412.67
82,2014/10/24,21,417.86,5271.22
39,2014/03/15,11,16.39,9776.48
62,2014/08/30,19,698.02,1979.93
8,2014/11/07,5,846.63,2020.79
52,2014/11/19,15,423.5,4742.12
73,2014/07/06,16,461.66,7752.79
69,2014/07/15,13,859.57,1327.15
7,2014/06/03,8,703.04,1912.54
28,2014/01/17,1,157.94,1036.88
9,2014/09/26,15,348.08,3319.33
98,2014/10/15,16,806.05,853.9
6,2014/08/15,13,367.77,8897.93
6,2014/05/24,22,702.81,3808.66
62,2014/09/11,12,187.36,4697.69
82,2014/04/16,25,66.57,7721.24
40,2014/06/11,29,375.87,8291.93
89,2014/11/20,13,972.34,536.1
32,2014/12/16,3,449.8,4984.05
9,2014/10/28,15,138.74,6056.71
82,2014/12/11,26,972.95,2121.86
59,2014/03/10,7,749.03,9615.87
31,2014/10/28,0,25.14,8924.67
92,2014/12/01,4,820.69,6600.9
48,2014/08/15,14,654.25,1054.28
5,2014/05/23,12,216.08,7704
18,2014/08/13,21,827.83,1414.66
24,2014/07/24,27,24.1,480.1
4,2014/03/26,23,253.05,5957.42
75,2014/03/12,0,29.21,4643.96
89,2014/08/14,27,519.13,8830.75
34,2014/05/23,11,211.79,3954.94
13,2014/12/25,0,976.57,5907.73
56,2014/03/16,6,247.89,8598.16
32,2014/03/27,26,11.97,3251.11
62,2014/01/12,26,22.38,7782.54
87,2014/03/22,6,758.12,7162.46
80,2014/08/07,11,55.5,45.24
45,2014/02/07,5,484.96,5730.72
60,2014/10/05,9,448.14,4714.88
50,2014/08/31,22,173.93,3586.08
91,2014/02/27,23,605.97,227.21
57,2014/06/14,16,865.75,9037.79
39,2014/10/11,22,341.82,1455.52
7,2014/11/07,9,618.03,8324.8
26,2014/03/01,8,833.87,1072.78
93,2014/02/16,13,721.4,7466.99
69,2014/07/24,22,222.85,7704.25
56,2014/05/06,7,488.24,4414.24
81,2014/10/25,25,29.42,5258.15
23,2014/06/30,0,802.56,2790.25
28,2014/01/04,19,711.26,8613.41
3,2014/08/28,3,497.37,6381.49
23,2014/06/07,4,107.95,7100.77
86,2014/03/10,19,980.59,1250.53
57,2014/12/14,11,272.7,7716.97
22,2014/10/01,26,467.13,8820.17
62,2014/08/17,1,74.67,4649.97
20,2014/09/28,24,361.21,8321.22
91,2014/11/02,18,845.93,3115.24
95,2014/03/22,26,805.83,2089.39
12,2014/10/01,9,305.72,7410.04
64,2014/05/20,3,88.16,1221.27
52,2014/03/15,28,834.58,9123.22
98,2014/06/04,8,426.99,583.02
47,2014/04/13,23,120.35,1403.44
31,2014/04/27,23,915.44,5780.18
9,2014/04/09,17,569.63,722.58
57,2014/03/13,20,883.47,8960.8
17,2014/10/18,13,219.56,7085.94
77,2014/01/09,4,441.49,4976.39
33,2014/12/07,26,834.67,6778.31
39,2014/12/10,5,614.25,5007.9
84,2014/12/07,11,4.07,6322.25
45,2014/04/05,5,894.77,3526.96
86,2014/10/13,1,239.38,6155.87
93,2014/06/30,2,209.17,734.14
28,2014/01/31,20,477.89,2112.07
27,2014/12/19,21,232.68,2387.26
67,2014/03/27,25,931.61,5449.43
62,2014/07/05,18,664.29,2430.25
72,2014/11/01,27,391.28,948.11
60,2014/12/13,23,777.62,1438.3
91,2014/06/28,15,358.06,8132.34
2,2014/05/22,12,541.05,4819.02
95,2014/12/28,15,801.68,9042.34
61,2014/09/01,26,642.1,9410.11
59,2014/10/05,13,977.21,8477.14
63,2014/01/15,10,458.82,8478.46
79,2014/02/23,16,238.72,3662.53
55,2014/06/08,0,282.74,37.34
76,2014/08/01,2,155.79,3751.67
64,2014/10/05,21,289.11,5336.54
76,2014/04/15,0,879.61,2495.08
95,2014/09/25,19,928.93,9293.4
67,2014/02/03,1,57.16,9952.93
35,2014/09/05,17,14.46,6361.1
63,2014/05/16,0,384.21,2340.63
21,2014/07/17,1,631.36,3439.5
13,2014/06/06,25,472.9,7941.51
66,2014/07/08,18,343.3,3369.92
0,2014/04/03,14,442.88,3136.64
51,2014/04/11,2,807.3,3594.07
41,2014/07/29,6,28.59,2321.06
61,2014/02/18,6,598.83,3095.59
90,2014/02/27,14,369.67,897.38
97,2014/05/28,0,479.93,3024.18
92,2014/06/21,20,485,7082.93
11,2014/01/16,29,34.33,3847.21
45,2014/09/27,15,773.95,9808.38
36,2014/03/09,25,739.67,5737.51
25,2014/08/15,14,383.06,3002.5
87,2014/03/06,28,865.25,1057.95
93,2014/01/23,7,85.47,7584.21
33,2014/12/25,25,132.03,2970.39
81,2014/11/23,17,675.27,8406.67
14,2014/04/15,20,889.79,8096.73
77,2014/07/04,18,443.03,1999.92
3,2014/09/04,3,803.24,490.55
45,2014/10/29,16,330.45,9390.5
11,2014/07/16,29,423.06,8508.86
20,2014/02/07,1,712.37,9974.05
36,2014/04/17,28,928.31,8335.26
37,2014/11/23,4,979.2,8284.42
44,2014/07/10,12,364.8,8547.94
33,2014/06/09,22,532.07,2982.37
2,2014/04/05,27,591.46,3664.31
80,2014/05/13,11,223.06,1382.04
96,2014/01/31,23,917.78,7838.84
43,2014/06/14,13,730.69,5215.44
82,2014/07/25,16,284.36,1207.92
95,2014/04/15,18,204.2,3134.74
70,2014/10/11,12,774.41,7294.15
27,2014/02/19,2,977.93,9589.62
67,2014/06/26,27,198.92,7623.34
14,2014/12/09,15,819.17,4486.19
25,2014/02/14,1,383.83,8176.07
22,2014/10/24,2,467.06,4341.36
80,2014/05/14,18,699.1,637.41
6,2014/01/20,22,659.13,6321.68
33,2014/05/20,25,233.7,3290.5
47,2014/10/28,17,944.79,1871.86
91,2014/10/15,11,706.6,9749.73
38,2014/05/28,27,421.38,4489.85
50,2014/07/07,5,352.37,9712.97
25,2014/01/10,13,755.15,6186.23
2,2014/04/30,9,189.93,7511.56
96,2014/06/04,15,418.31,3144.89
12,2014/04/08,22,522.34,3829.46
42,2014/01/21,15,320.49,4644.23
1,2014/11/26,3,733.6,2895.81
68,2014/07/27,7,617.22,6663.51
64,2014/06/17,10,947.5,633.34
84,2014/05/27,18,799.81,9794.14
72,2014/10/18,9,26.16,6355.02
87,2014/09/13,3,789.95,3802.92
82,2014/06/17,20,431.61,4617.96
78,2014/03/03,4,522.23,3314.98
82,2014/01/08,5,552.21,9056.15
30,2014/02/27,21,198.7,8553.72
67,2014/09/21,11,986.63,3859.5
15,2014/11/15,19,252.67,4094.61
50,2014/08/05,1,328.23,2117.98
67,2014/08/04,16,360.74,1057.52
53,2014/12/13,11,324.9,9274.38
51,2014/01/06,18,794.1,8301.38
36,2014/04/04,16,975.13,9999.38
46,2014/09/26,10,841.65,5536.48
58,2014/08/08,27,914.16,9989.39
91,2014/10/06,27,832.68,76.62
96,2014/02/08,4,78.06,1443.19
69,2014/09/06,17,446.31,5234.53
27,2014/05/25,8,346.82,3370.01
39,2014/08/16,27,82.39,5827.8
60,2014/06/30,28,716.68,1422.68
34,2014/11/03,16,287.45,2494.54
68,2014/01/06,24,242.15,4756.49
